Genome Name	Study	Region	Country	Cluster	neonatal	Year	N50	contig_count	total_size	resistance_score	K_locus	K_type	K_locus_confidence	O_locus	O_type	O_locus_confidence	species	ST	Mortality	O_genotype	Site	O_locus_variant	Cluster7	Cluster14	Cluster56	Cluster365	Cluster1SNP	Cluster2SNP	Cluster3SNP	Cluster5SNP	Cluster10SNP	Cluster15SNP	Cluster20SNP	Cluster25SNP	Cluster50SNP	BioSample
FF34_10-0012-00	MBIRA	Eastern Africa	Zambia	MB49	neonate	2021	149081	112	5404513	1	KL110	unknown (KL110)	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST1119	0	O3𝛾	58	O3b	MB56	MB54	MB47	MB42	MB55	MB54	MB54	MB50	MB49	MB47	MB47	MB47	MB47	SAMN48972303
FF34_10-0014-00	MBIRA	Eastern Africa	Zambia	MB50	neonate	2021	99476	134	5480449	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST340	0	O4	58	O4	MB57	MB55	MB48	MB43	MB56	MB55	MB55	MB51	MB50	MB48	MB48	MB48	MB48	SAMN48972304
FF34_10-0015-00	MBIRA	Eastern Africa	Zambia	MB51	neonate	2021	108328	123	5463168	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST5856	0	O4	58	O4	MB58	MB56	MB49	MB44	MB57	MB56	MB56	MB52	MB51	MB49	MB49	MB49	MB49	SAMN48972305
FF34_10-0029-00	MBIRA	Eastern Africa	Zambia	MB51	neonate	2021	72812	155	5443763	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST5856	1	O4	58	O4	MB60	MB58	MB49	MB44	MB59	MB58	MB56	MB52	MB51	MB49	MB49	MB49	MB49	SAMN48972312
FF34_10-0018-00	MBIRA	Eastern Africa	Zambia	MB52	neonate	2021	10233	868	5398259	1	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11-1LV	0	O4	58	O4	MB59	MB57	MB50	MB45	MB58	MB57	MB57	MB53	MB52	MB50	MB50	MB50	MB50	SAMN48972307
FF34_10-0034-00	MBIRA	Eastern Africa	Zambia	MB51	neonate	2021	118356	128	5464338	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST5856	1	O4	58	O4	MB62	MB60	MB49	MB44	MB61	MB58	MB56	MB52	MB51	MB49	MB49	MB49	MB49	SAMN48972314
FF34_10-0037-00	MBIRA	Eastern Africa	Zambia	MB51	neonate	2021	107919	134	5462776	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST5856	0	O4	58	O4	MB62	MB60	MB49	MB44	MB61	MB58	MB56	MB52	MB51	MB49	MB49	MB49	MB49	SAMN48972316
FF34_10-0033-00	MBIRA	Eastern Africa	Zambia	MB53	neonate	2021	135855	97	5365499	1	KL20	K20	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST268	0	O2⍺	58	O2a (O1/O2v1)	MB61	MB59	MB51	MB46	MB60	MB59	MB58	MB54	MB53	MB51	MB51	MB51	MB51	SAMN48972313
FF34_10-0036-00	MBIRA	Eastern Africa	Zambia	MB54	neonate	2021	73485	201	5687377	1	KL24	K24	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST20	0	O1⍺β,2⍺	58	O1 (O1/O2v1)	MB63	MB61	MB52	MB47	MB62	MB60	MB59	MB55	MB54	MB52	MB52	MB52	MB52	SAMN48972315
FF34_10-0060-00-A	MBIRA	Eastern Africa	Zambia	MB55	neonate	2021	104623	147	5611885	1	KL179	unknown (KL179)	Typeable	OL104	OL104	Untypeable	Klebsiella pneumoniae	ST3719	0	O15	58	OL104	MB64	MB62	MB53	MB48	MB63	MB61	MB60	MB56	MB55	MB53	MB53	MB53	MB53	SAMN48972330
FF34_10-0060-00-B	MBIRA	Eastern Africa	Zambia	MB56	neonate	2021	15890	655	5630717	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45-1LV	0	O2⍺	58	O2a (O1/O2v1)	MB65	MB63	MB54	MB49	MB64	MB62	MB61	MB57	MB56	MB54	MB54	MB54	MB54	SAMN48972331
FF34_10-0061-00	MBIRA	Eastern Africa	Zambia	MB56	neonate	2021	23609	461	5610636	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	1	O2⍺	58	O2a (O1/O2v1)	MB65	MB63	MB54	MB49	MB65	MB63	MB62	MB57	MB56	MB54	MB54	MB54	MB54	SAMN48972332
FF34_10-0065-00	MBIRA	Eastern Africa	Zambia	MB56	neonate	2021	86909	166	5670516	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	0	O2⍺	58	O2a (O1/O2v1)	MB65	MB63	MB54	MB49	MB67	MB65	MB64	MB57	MB56	MB54	MB54	MB54	MB54	SAMN48972334
FF34_10-0063-00	MBIRA	Eastern Africa	Zambia	MB57	neonate	2021	22729	440	5489022	1	KL55	K55	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1121	1	O1⍺β,2β	58	O1 (O1/O2v2)	MB66	MB64	MB55	MB50	MB66	MB64	MB63	MB58	MB57	MB55	MB55	MB55	MB55	SAMN48972333
FF34_10-0072-00-A	MBIRA	Eastern Africa	Zambia	MB58	neonate	2021	94071	117	5384813	0	KL38	K38	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST3661-3LV	0	O3𝛾	58	O3b	MB67	MB65	MB56	MB51	MB68	MB66	MB65	MB59	MB58	MB56	MB56	MB56	MB56	SAMN48972339
FF34_10-0072-00-B	MBIRA	Eastern Africa	Zambia	MB59	neonate	2021	191163	76	5347318	1	KL35	K35	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST4083	0	O1⍺β,2β	58	O1 (O1/O2v2)	MB68	MB66	MB57	MB52	MB69	MB67	MB66	MB60	MB59	MB57	MB57	MB57	MB57	SAMN48972340
FF34_10-0105-00	MBIRA	Eastern Africa	Zambia	MB60	neonate	2021	99869	142	5623936	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST17	1	O2β	58	O2afg (O1/O2v2)	MB69	MB67	MB58	MB53	MB70	MB68	MB67	MB61	MB60	MB58	MB58	MB58	MB58	SAMN48972360
FF34_10-0110-00	MBIRA	Eastern Africa	Zambia	MB60	neonate	2021	36670	306	5569524	1	KL23	K23	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST17	1	O2β	58	O2afg (O1/O2v2)	MB70	MB67	MB58	MB53	MB71	MB68	MB67	MB61	MB60	MB58	MB58	MB58	MB58	SAMN48972367
FF34_10-0115-00	MBIRA	Eastern Africa	Zambia	MB61	neonate	2021	112656	116	5565507	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST607	0	O1⍺β,2⍺	58	O1 (O1/O2v1)	MB71	MB68	MB59	MB54	MB72	MB69	MB68	MB62	MB61	MB59	MB59	MB59	MB59	SAMN48972371
FF35_08-0016-00-B	MBIRA	Eastern Africa	Ethiopia	MB63	neonate	2021	58629	206	5531109	0	KL25	K25	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST37	0	O3⍺/O3β	52	O3/O3a	MB73	MB70	MB61	MB55	MB74	MB71	MB70	MB64	MB63	MB61	MB61	MB61	MB61	SAMN48972130
FF35_08-0024-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	78117	127	5232984	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB74	MB71	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972137
FF35_08-0156-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	210512	54	5239415	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972275
FF35_08-0159-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	172559	63	5236405	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	1	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972278
FF35_08-0165-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	258771	52	5240099	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972283
FF35_08-0166-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	277140	48	5241768	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972284
FF35_08-0030-00	MBIRA	Eastern Africa	Ethiopia	MB65	neonate	2021	232344	79	5672374	0	KL62	K62	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST664	0	O1⍺β,2⍺	52	O1 (O1/O2v1)	MB75	MB72	MB63	MB57	MB76	MB73	MB72	MB66	MB65	MB63	MB63	MB63	MB63	SAMN48972143
FF35_08-0031-00	MBIRA	Eastern Africa	Ethiopia	MB66	neonate	2021	48798	201	5541922	0	KL52	K52	Typeable	OL13	O13	Typeable	Klebsiella pneumoniae	ST45	1	O13	52	OL13	MB76	MB73	MB64	MB58	MB77	MB74	MB73	MB67	MB66	MB64	MB64	MB64	MB64	SAMN48972144
FF35_08-0046-00	MBIRA	Eastern Africa	Ethiopia	MB67	neonate	2021	60520	173	5369949	0	KL117	unknown (KL117)	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST1530	0	O1⍺β,2⍺	52	O1 (O1/O2v1)	MB77	MB74	MB65	MB59	MB78	MB75	MB74	MB68	MB67	MB65	MB65	MB65	MB65	SAMN48972158
FF35_08-0047-00	MBIRA	Eastern Africa	Ethiopia	MB68	neonate	2021	41151	255	5572321	1	KL24	Capsule null	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST15	1	O1⍺β,2⍺	52	O1 (O1/O2v1)	MB78	MB75	MB66	MB60	MB79	MB76	MB75	MB69	MB68	MB66	MB66	MB66	MB66	SAMN48972159
FF35_08-0074-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	95416	143	5641567	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB81	MB78	MB69	MB63	MB82	MB79	MB78	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972188
FF35_08-0091-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	23559	461	5456110	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	1	O1⍺β,2β	52	O1 (O1/O2v2)	MB83	MB78	MB69	MB63	MB83	MB80	MB79	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972206
FF35_08-0124-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	27722	365	5412854	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB88	MB78	MB69	MB63	MB82	MB79	MB78	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972243
FF35_08-0137-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	147497	95	5446259	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB81	MB78	MB69	MB63	MB82	MB79	MB78	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972256
FF35_08-0141-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	46541	254	5625547	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB81	MB78	MB69	MB63	MB89	MB86	MB78	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972261
FF35_08-0142-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	144161	89	5443264	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB83	MB78	MB69	MB63	MB82	MB79	MB78	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972262
FF35_08-0078-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	281614	53	5241002	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB82	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972192
FF35_08-0169-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	70225	150	5229269	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	1	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972287
FF35_08-0170-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	70183	151	5227929	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972288
FF35_08-0171-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	127813	85	5237356	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB82	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972289
FF35_08-0172-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	263145	52	5237453	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	1	O2β	52	O2afg (O1/O2v2)	MB91	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972290
FF35_08-0174-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	54130	163	5225064	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB82	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972292
FF35_08-0178-00	MBIRA	Eastern Africa	Ethiopia	MB64	neonate	2021	162912	58	5238239	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB82	MB79	MB62	MB56	MB75	MB72	MB71	MB65	MB64	MB62	MB62	MB62	MB62	SAMN48972295
FF35_08-0101-00	MBIRA	Eastern Africa	Ethiopia	MB71	neonate	2021	84966	155	5530794	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB86	MB78	MB69	MB63	MB82	MB79	MB78	MB72	MB71	MB69	MB69	MB69	MB69	SAMN48972215
FF35_08-0096-00	MBIRA	Eastern Africa	Ethiopia	MB72	neonate	2021	151957	101	5537703	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB84	MB80	MB69	MB63	MB84	MB81	MB80	MB73	MB72	MB70	MB70	MB70	MB70	SAMN48972210
FF35_08-0098-00	MBIRA	Eastern Africa	Ethiopia	MB73	neonate	2021	45750	244	5474906	1	KL149	unknown (KL149)	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST152	1	O4	52	O4	MB85	MB81	MB70	MB64	MB85	MB82	MB81	MB74	MB73	MB71	MB71	MB71	MB71	SAMN48972212
FF35_08-0103-00	MBIRA	Eastern Africa	Ethiopia	MB74	neonate	2021	25348	423	5412156	0	KL124	unknown (KL124)	Typeable	OL13	O13	Typeable	Klebsiella pneumoniae	ST5731	0	O13	52	OL13	MB87	MB82	MB71	MB65	MB86	MB83	MB82	MB75	MB74	MB72	MB72	MB72	MB72	SAMN48972217
FF35_08-0125-00	MBIRA	Eastern Africa	Ethiopia	MB75	neonate	2021	26792	388	5204773	1	KL28	K28	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST20	0	O2β	52	O2afg (O1/O2v2)	MB89	MB83	MB72	MB66	MB87	MB84	MB83	MB76	MB75	MB73	MB62	MB62	MB62	SAMN48972244
FF35_08-0140-00	MBIRA	Eastern Africa	Ethiopia	MB76	neonate	2021	67316	143	5437483	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985-1LV	0	O1⍺β,2β	52	O1 (O1/O2v2)	MB90	MB84	MB73	MB67	MB88	MB85	MB84	MB77	MB76	MB74	MB73	MB73	MB73	SAMN48972259
FF35_08-0180-00	MBIRA	Eastern Africa	Ethiopia	MB78	neonate	2021	35231	310	5507262	1	KL52	K52	Typeable	OL13	O13	Typeable	Klebsiella pneumoniae	ST45	0	O13	52	OL13	MB93	MB86	MB75	MB69	MB91	MB88	MB86	MB79	MB78	MB76	MB75	MB75	MB75	SAMN48972297
FF36_11-0007-00	MBIRA	Eastern Africa	Malawi	MB79	neonate	2020	30356	297	5545499	1	KL10	K10	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	1	O2⍺	55	O2a (O1/O2v1)	MB94	MB87	MB76	MB70	MB92	MB89	MB87	MB80	MB79	MB77	MB76	MB76	MB76	SAMN48972385
FF36_11-0008-00	MBIRA	Eastern Africa	Malawi	MB79	neonate	2020	68084	171	5590909	1	KL10	K10	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	0	O2⍺	55	O2a (O1/O2v1)	MB94	MB87	MB76	MB70	MB92	MB89	MB87	MB80	MB79	MB77	MB76	MB76	MB76	SAMN48972386
FF36_11-0009-00	MBIRA	Eastern Africa	Malawi	MB80	neonate	2020	78387	117	5484932	1	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	55	O2afg (O1/O2v2)	MB95	MB88	MB77	MB71	MB93	MB90	MB88	MB81	MB80	MB78	MB77	MB77	MB77	SAMN48972387
FF36_11-0018-00	MBIRA	Eastern Africa	Malawi	MB81	neonate	2021	78819	131	5518796	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB96	MB89	MB78	MB72	MB94	MB91	MB89	MB82	MB81	MB79	MB78	MB78	MB78	SAMN48972391
FF36_11-0019-00	MBIRA	Eastern Africa	Malawi	MB81	neonate	2021	91317	128	5521219	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	1	O1⍺β,2β	55	O1 (O1/O2v2)	MB96	MB89	MB78	MB72	MB94	MB91	MB89	MB82	MB81	MB79	MB78	MB78	MB78	SAMN48972392
FF36_11-0021-00	MBIRA	Eastern Africa	Malawi	MB82	neonate	2021	87490	146	5598504	1	KL10	K10	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	0	O2⍺	55	O2a (O1/O2v1)	MB97	MB90	MB76	MB70	MB95	MB92	MB90	MB83	MB82	MB80	MB79	MB79	MB79	SAMN48972393
FF36_11-0030-00	MBIRA	Eastern Africa	Malawi	MB83	neonate	2021	78813	154	5464469	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB98	MB91	MB79	MB73	MB96	MB93	MB91	MB84	MB83	MB81	MB80	MB80	MB80	SAMN48972395
FF36_11-0056-00	MBIRA	Eastern Africa	Malawi	MB84	neonate	2021	89417	145	5458262	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST73	0	O1⍺β,2⍺	55	O1 (O1/O2v1)	MB99	MB92	MB80	MB74	MB97	MB94	MB92	MB85	MB84	MB82	MB81	MB81	MB81	SAMN48972409
FF36_11-0089-00	MBIRA	Eastern Africa	Malawi	MB85	neonate	2021	26244	464	5762967	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST391	1	O1⍺β,2β	55	O1 (O1/O2v2)	MB100	MB93	MB81	MB75	MB98	MB95	MB93	MB86	MB85	MB83	MB82	MB82	MB82	SAMN48972428
FF36_11-0092-00	MBIRA	Eastern Africa	Malawi	MB86	neonate	2021	99295	141	5470238	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB101	MB94	MB82	MB73	MB99	MB96	MB94	MB87	MB86	MB84	MB83	MB83	MB83	SAMN48972431
FF36_11-0099-00	MBIRA	Eastern Africa	Malawi	MB86	neonate	2021	86239	162	5470321	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB102	MB94	MB82	MB73	MB99	MB96	MB94	MB87	MB86	MB84	MB83	MB83	MB83	SAMN48972437
FF36_11-0103-00	MBIRA	Eastern Africa	Malawi	MB87	neonate	2021	53083	192	5405177	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST39	1	O1⍺β,2β	55	O1 (O1/O2v2)	MB103	MB95	MB83	MB72	MB100	MB97	MB95	MB88	MB87	MB85	MB84	MB84	MB83	SAMN48972440
FF36_11-0114-00-A	MBIRA	Eastern Africa	Malawi	MB88	neonate	2021	122217	92	5514662	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB104	MB96	MB84	MB76	MB101	MB98	MB96	MB89	MB88	MB86	MB85	MB85	MB84	SAMN48972447
FF36_11-0119-00	MBIRA	Eastern Africa	Malawi	MB89	neonate	2021	49932	230	5518200	1	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST25	1	O1⍺β,2β	55	O1 (O1/O2v2)	MB105	MB97	MB85	MB77	MB102	MB99	MB97	MB90	MB89	MB87	MB86	MB86	MB85	SAMN48972451
FF36_11-0120-00	MBIRA	Eastern Africa	Malawi	MB89	neonate	2021	78963	183	5612865	1	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST25	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB105	MB97	MB85	MB77	MB102	MB99	MB97	MB90	MB89	MB87	MB86	MB86	MB85	SAMN48972452
FF36_11-0121-00	MBIRA	Eastern Africa	Malawi	MB90	neonate	2021	101100	123	5491728	1	KL38	K38	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST261	0	O2β	55	O2afg (O1/O2v2)	MB106	MB98	MB86	MB78	MB103	MB100	MB98	MB91	MB90	MB88	MB87	MB87	MB86	SAMN48972453
FF36_11-0136-00	MBIRA	Eastern Africa	Malawi	MB91	neonate	2021	47621	186	5434889	1	KL25	K25	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST73	0	O1⍺β,2⍺	55	O1 (O1/O2v1)	MB107	MB99	MB87	MB74	MB104	MB101	MB99	MB92	MB91	MB89	MB88	MB88	MB87	SAMN48972465
FF36_11-0137-00	MBIRA	Eastern Africa	Malawi	MB92	neonate	2021	77587	146	5521283	1	KL19	K19	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	1	O1⍺β,2β	55	O1 (O1/O2v2)	MB108	MB100	MB88	MB79	MB105	MB102	MB100	MB93	MB92	MB90	MB89	MB89	MB88	SAMN48972466
FF36_11-0154-00	MBIRA	Eastern Africa	Malawi	MB93	neonate	2021	88341	147	5542213	1	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST25	1	O1⍺β,2β	55	O1 (O1/O2v2)	MB109	MB101	MB89	MB77	MB106	MB103	MB101	MB94	MB93	MB91	MB90	MB90	MB89	SAMN48972478
FF36_11-0157-00	MBIRA	Eastern Africa	Malawi	MB94	neonate	2021	89535	137	5481896	1	KL20	K20	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST268	0	O2⍺	55	O2a (O1/O2v1)	MB110	MB102	MB90	MB80	MB107	MB104	MB102	MB95	MB94	MB92	MB91	MB91	MB90	SAMN48972479
FF36_11-0166-00	MBIRA	Eastern Africa	Malawi	MB96	neonate	2021	104311	89	5293834	0	KL122	unknown (KL122)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST17	1	O2β	55	O2afg (O1/O2v2)	MB112	MB104	MB92	MB82	MB109	MB106	MB104	MB97	MB96	MB94	MB93	MB93	MB92	SAMN48972487
FF36_11-0171-00	MBIRA	Eastern Africa	Malawi	MB97	neonate	2021	75864	145	5575617	1	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST25	0	O1⍺β,2β	55	O1 (O1/O2v2)	MB113	MB105	MB93	MB83	MB110	MB107	MB105	MB98	MB97	MB95	MB94	MB94	MB93	SAMN48972491
FFKC_002KP.1	MBIRA	Eastern Africa	Tanzania	MB98	neonate	2021	30701	401	5395283	1	KL54	K54	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST6516	0	O1⍺β,2β	53	O1 (O1/O2v2)	MB114	MB106	MB94	MB84	MB111	MB108	MB106	MB99	MB98	MB96	MB95	MB95	MB94	SAMN48972494
FFKC_004KP.1	MBIRA	Eastern Africa	Tanzania	MB99	neonate	2021	108628	99	5326942	1	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	0	O1⍺β,2β	53	O1 (O1/O2v2)	MB115	MB107	MB95	MB85	MB112	MB109	MB107	MB100	MB99	MB97	MB96	MB96	MB95	SAMN48972496
FFKC_005KP.1	MBIRA	Eastern Africa	Tanzania	MB100	neonate	2021	119032	98	5509032	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	0	O1⍺β,2⍺	53	O1 (O1/O2v1)	MB116	MB108	MB96	MB86	MB113	MB110	MB108	MB101	MB100	MB98	MB97	MB97	MB96	SAMN48972497
FFKC_007KP.1	MBIRA	Eastern Africa	Tanzania	MB101	neonate	2021	90616	112	5324718	1	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	1	O1⍺β,2β	53	O1 (O1/O2v2)	MB117	MB109	MB95	MB85	MB114	MB111	MB109	MB102	MB101	MB99	MB98	MB98	MB97	SAMN48972499
